"","reference_no","pubyr","author1last","author2last","reftitle","doi","publication_type","complete_aff","grid_code","samp_country","aff_country1","aff_country2","aff_country3","aff_country4","aff_country5","aff_country6","aff_country7","aff_country8","aff_country9","aff_country10","aff_country11","aff_country12","aff_country13","aff_country14","aff_country15","aff_country16"
"16432","28772",1998,"May","Cifelli","Baeotherates fortsillensis, A New Captorhinid Reptile from the Fort Sill Fissures, Lower Permian of Oklahoma","","journal article",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16435","26292",1998,"McCord","","A new genus and species of Cretaceous polyglyphanodontine lizard (Squamata, Teiidae) from the Kaiparowits Plateau, Utah","","book/book chapter",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16437","2501",1998,"McDonald","","","","journal article",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16439","2550",1998,"Mead","Taylor","","","journal article",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16440","38673",1998,"Mehl","","Porifera and Chancelloriidae from the Middle Cambrian of the Georgina Basin, Australia","","journal article",NA,"","Australia","Unknown","","","","","","","","","","","","","","",""
"16441","50598",1998,"Meinander","","Coniopterygidae (Neuroptera) in amber from the Dominican Republic","","journal article",NA,"","Dominican Republic","Unknown","","","","","","","","","","","","","","",""
"16445","44937",1998,"Michalik","KundrÃƒÂ¡t","Uppermost Triassic dinosaur ichno-parataxa from Slovakia","","abstract",NA,"","Slovakia","Unknown","","","","","","","","","","","","","","",""
"16446","2597",1998,"Miller","Carranza-Castaneda","The Tecolotlan Basin, Central Mexico: A new area for late Cenozoic terrestrial vertebrates","","abstract",NA,"","Mexico","Unknown","","","","","","","","","","","","","","",""
"16449","18071",1998,"Milner","Evans","First report of amphibians and lizards from the Wealden (Lower Cretaceous) in England","","book/book chapter",NA,"","United Kingdom","Unknown","","","","","","","","","","","","","","",""
"16456","36723",1998,"Moratalla","","Spanish dinosaur eggs","","book/book chapter",NA,"","Spain","Unknown","","","","","","","","","","","","","","",""
"16457","2618",1998,"Morgan","Lucas","","","journal article",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16458","2619",1998,"Morgan","Lucas","Association of Cuvieronius, Stegomastodon, and Mammuthus (Mammalia: Proboscidea) in the early Irvingtonian of New Mexico","","abstract",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16464","6233",1998,"Munthe","","Canidae","","book/book chapter",NA,"","Mexico","Unknown","","","","","","","","","","","","","","",""
"16465","31340",1998,"Murray","Megirian","The skull of dromornithid birds: anatomical evidence for their relationship to Anseriformes","","journal article",NA,"","Australia","Unknown","","","","","","","","","","","","","","",""
"16466","47483",1998,"Mutter","","Zur systematischen Stellungh einiger Bezahnugsreste von Acrodus georgii sp. nov. (Selachii, Hybodontoidea) aus der Grenzbitumenzone (Mittlere Trias) des Monte San Giorgio (Kanton Tessin, Schweiz)","","journal article",NA,"","Switzerland","Unknown","","","","","","","","","","","","","","",""
"16469","8241",1998,"Naugolnykh","","Kungurian flora of the Middle Cis-Urals","","journal article",NA,"","Russia","Unknown","","","","","","","","","","","","","","",""
"16476","2649",1998,"Nessov","Archibald","Ungulate-like mammals from the Late Cretaceous of Uzbekistan and a phylogenetic analysis of Ungulatomorpha","","journal article",NA,"","Uzbekistan","Unknown","","","","","","","","","","","","","","",""
"16478","2653",1998,"Nichols","","","","journal article",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16479","49507",1998,"Nikolajev","","Pleurostict lamellicorn beetles (Coleoptera, Scarabaeidae) from the Lower Cretaceous of Transbaikalia","","journal article",NA,"","Russia","Unknown","","","","","","","","","","","","","","",""
"16480","10327",1998,"Norris","Harrison","A possible omomyid (Primates: Omomyidae ) periotic bone from the Eocene deposits at Hordle, Hampshire\r\n","","journal article",NA,"","United Kingdom","Unknown","","","","","","","","","","","","","","",""
"16482","32130",1998,"Norris","Uyeno","Middle Devonian Brachiopods, Conodonts, Stratigraphy, and Transgressive-Regressive Cycles, Pine Point Area, South of Great Slave Lake, District of Mackenzie, Northwest Territories","","journal article",NA,"","Canada","Unknown","","","","","","","","","","","","","","",""
"16494","2720",1998,"Owen","Bell","A fossil black-footed ferret (Mustela Nigripes) from Cathedral Cave, White Pine County, Nevada","","abstract","","","United States","Unknown","","","","","","","","","","","","","","",""
"16497","37008",1998,"Panteleyev","","[New species of enantiornithines (Aves: Enantiornithes) from the Upper Cretaceous of central Kyzylkum]","","journal article",NA,"","Uzbekistan","Unknown","","","","","","","","","","","","","","",""
"16501","13590",1998,"Perrin","Plaziat","Miocene coral reefs and reef corals of the south-western Gulf of Suez and north-western Red Sea: distribution, diversity and regional environmental controls","","book/book chapter",NA,"","Egypt","Unknown","","","","","","","","","","","","","","",""
"16502","18752",1998,"Pervlester","Roetzel","Sirenlagerstatten in den marinen flachwasser-ablagerungen der eggenberger bucht (Burgschleinitz-Formation, Eggenburgium, Untermiozan)","","journal article",NA,"","Austria","Unknown","","","","","","","","","","","","","","",""
"16509","6225",1998,"Pinsof","","The American Falls local fauna: Late Pleistocene (Sangamonian) vertebrates from southeastern Idaho","","journal article",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16512","39837",1998,"Popov","Herczek","Plant bugs from the Late Cretaceous of the North-eastern Siberia (Heteroptera, Miridae)","","journal article",NA,"","Russia","Unknown","","","","","","","","","","","","","","",""
"16513","51545",1998,"Popov","Putshkov","Redubinotus liedtkei n. gen. n. sp. - the second Centrocnemina from Baltic amber (Heteroptera: Reduviidae, Centrocnemidinae)","","journal article",NA,"","Russia","Unknown","","","","","","","","","","","","","","",""
"16519","6217",1998,"Prothero","","Hyracodontidae","","book/book chapter",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16520","6218",1998,"Prothero","","Rhinocerotidae","","book/book chapter",NA,"","Mexico","Unknown","","","","","","","","","","","","","","",""
"16521","6218",1998,"Prothero","","Rhinocerotidae","","book/book chapter",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16528","42468",1998,"Ramovs","","Two New Petalodont Teeth (Chondrichthyes, Upper Carboniferous) from the Karavanke Mountains, Slovenia","","journal article",NA,"","Slovenia","Unknown","","","","","","","","","","","","","","",""
"16530","40330",1998,"Rasmussen","","Early Miocene avifauna form the Pollack Farm Site, Delaware","","journal article",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16545","27291",1998,"Riding","Bao","Microframe reefs built by calcified microbes, Middle Cambrian, Jinan, North China","","abstract",NA,"","China","Unknown","","","","","","","","","","","","","","",""
"16552","12763",1998,"Rigby","Senowbari-Daryan","Sponges of the Permian Upper Capitan Limestone, Guadalupe Mountains, New Mexico and Texas","","journal article",NA,"","Italy","Unknown","","","","","","","","","","","","","","",""
"16553","12763",1998,"Rigby","Senowbari-Daryan","Sponges of the Permian Upper Capitan Limestone, Guadalupe Mountains, New Mexico and Texas","","journal article",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16554","37624",1998,"Rigby","Wu","Triassic hexactinellid sponges from patch reefs in north-central Sichuan, People's Republic of China","","journal article",NA,"","China","Unknown","","","","","","","","","","","","","","",""
"16556","52049",1998,"Rodrigo","Comas-Rengifo","Cuersithyris (Brachiopoda, Terebratulida) del jurÃƒÂ¡sico inferior de la Cordillera IbÃƒÂ©rica, EspaÃƒÂ±a","","journal article",NA,"","Spain","Unknown","","","","","","","","","","","","","","",""
"16564","64911",1998,"Roth","Hartman","Probable Cerion (Gastropoda: Pulmonata) from Uppermost Cretaceous Hell Creek Formation, Garfield County, Montana","","journal article",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16573","9375",1998,"Saint Louis Diekmeyer","","Kope to Bellevue formations; the Riedlin Road/Mason Road site (Upper Ordovician, Cincinnati, Ohio, region)","","guidebook",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16574","29684",1998,"Sakagami","","Permian bryozoans from north Ellesmere Island, Canadian Arctic Archipelago","","journal article",NA,"","Canada","Unknown","","","","","","","","","","","","","","",""
"16575","50079",1998,"Sanchiz","","Salientia","","serial monograph",NA,"","Greece","Unknown","","","","","","","","","","","","","","",""
"16576","50079",1998,"Sanchiz","","Salientia","","serial monograph",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16580","18028",1998,"Saul","Squires","New Cretaceous Gastropoda from California","","journal article",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16581","58802",1998,"Saul","","Eight Aporrhaid gastropod species from the Cretaceous of the Pacific Slope of North America and clarification of the type species of Perissoptera","","journal article",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16583","53488",1998,"Scheibout","Ting","Miocene terrestrial & marine vertebrates of Fort Polk, LA; paleoecology, bio- & magnetostratigraphy, geochemistry","","abstract",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16584","3033",1998,"Schiebout","Ting","","","journal article",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16592","39768",1998,"Sendra Saez","","Excavacion de un sirenio (Mammalia, Sirenia) parcialmente articulado en el Mioceno de Crevillente (Alicante)","","journal article","","","Spain","Unknown","","","","","","","","","","","","","","",""
"16593","39772",1998,"Sendra Saez","Hodgson","Astadelphis gastaldii (Brandt, 1874) - Mammalia, Cetacea, Delphinidae - en el Plioceno Espanol","","journal article",NA,"","Spain","Unknown","","","","","","","","","","","","","","",""
"16594","40073",1998,"Sendra Saez","Stokes","Excavacion de un misticeto (Mammalia, Cetacea) en el Plioceno del sector norte de la Cuenca de Vera (Almeria)","","journal article",NA,"","Portugal","Unknown","","","","","","","","","","","","","","",""
"16595","40073",1998,"Sendra Saez","Stokes","Excavacion de un misticeto (Mammalia, Cetacea) en el Plioceno del sector norte de la Cuenca de Vera (Almeria)","","journal article",NA,"","Spain","Unknown","","","","","","","","","","","","","","",""
"16617","28121",1998,"Sorauf","","Frasnian (Upper Devonian) rugose corals from the Lime Creek and Shell Rock Formations of Iowa","","journal article","","","United States","Unknown","","","","","","","","","","","","","","",""
"16618","62350",1998,"Sorbini","Tyler","A new species of the Eocene surgeon fish genus Pesciarichthys from Monte Bolca, Italy, with comments on caudal penduncle armature and supraneurals in acanthurids","","book/book chapter",NA,"","Italy","Unknown","","","","","","","","","","","","","","",""
"16619","62352",1998,"Sorbini","Tyler","A new genus and species of Eocene surgeon fish (Acanthuridae) from Monte Bolca, Italy, with similarities to the Recent Zebrasoma","","journal article",NA,"","Italy","Unknown","","","","","","","","","","","","","","",""
"16620","47188",1998,"Spalletta","Perri","Stop 2.1A - Givetian conodonts from the Poccis section (Carnic Alps, Italy)","","guidebook",NA,"","Italy","Unknown","","","","","","","","","","","","","","",""
"16625","17713",1998,"Steele-Petrovich","Bolton","Morphology and palaeoecology of a primitive mound-forming tubicolous Polychaete from the Ordovician of the Ottawa Valley, Canada","","journal article",NA,"","Canada","Unknown","","","","","","","","","","","","","","",""
"16626","52586",1998,"Storozhenko","","","","book",NA,"","Czechia","Unknown","","","","","","","","","","","","","","",""
"16633","30596",1998,"Sumida","Berman","A New Trematopid Amphibian from the Lower Permian of Central Germany","","journal article",NA,"","Germany","Unknown","","","","","","","","","","","","","","",""
"16634","27932",1998,"Swart","","Revision of Permian pleurotomarian gastropods from the Carnarvon and Bonaparte basins, Western Australia","","journal article",NA,"","Australia","Unknown","","","","","","","","","","","","","","",""
"16654","3391",1998,"Tedrow","Martin","","","journal article","","","United States","Unknown","","","","","","","","","","","","","","",""
"16655","11990",1998,"Thewissen","Hussain","Systematic review of the Pakicetidae, early and middle Eocene Cetacea (Mammalia) from Pakistan and India","","journal article",NA,"","India","Unknown","","","","","","","","","","","","","","",""
"16656","11990",1998,"Thewissen","Hussain","Systematic review of the Pakicetidae, early and middle Eocene Cetacea (Mammalia) from Pakistan and India","","journal article",NA,"","Pakistan","Unknown","","","","","","","","","","","","","","",""
"16657","32320",1998,"Thewissen","Hussain","New localities of Eocene vertebrates in northern Pakistan and their significance for the origin of modern orders of mammal","","journal article",NA,"","Pakistan","Unknown","","","","","","","","","","","","","","",""
